CPU_INFO_wfmCPUPresenceDetected	.1.3.6.1.4.1.3183.1.1.0.487175	0	0	CPU presence detected	0	0			
CPU_INFO_wfmCPUDisabled	.1.3.6.1.4.1.3183.1.1.0.487176	0	0	CPU Disabled	0	0									
