CPU_INFO_wfmCPUPresenceDetected	snmptrap[.1.3.6.1.4.1.3183.1.1.0.487175]	0	90	0	17	Hardware(CPU)	1	Hardware failure {HOST.NAME} CPU	1	.1.3.6.1.4.1.3183.1.1.0.487175	CPU presence detected	
CPU_INFO_wfmCPUDisabled	snmptrap[.1.3.6.1.4.1.3183.1.1.0.487176]	0	90	0	17	Hardware(CPU)	1	Hardware failure {HOST.NAME} CPU	1	.1.3.6.1.4.1.3183.1.1.0.487176	CPU Disabled	
